danieltosh,b'am i the only one watching who hopes aunt lydia is still fertile?\n#blessedbeherfruit'
danieltosh,b'lower your expectations. batteries not included. also it\xe2\x80\x99s just a cardboard box.\nenjoy @ivanblackheart3 https://t.co/G0aHzDPzuB'
danieltosh,b'i have a soft spot for people with bad spelling. it\xe2\x80\x99s on the way! https://t.co/YfrYie1Dmn'
danieltosh,b'two grown men arguing about the wizard of oz. #tosh \nhttps://t.co/6WGz3oEHvn'
danieltosh,b'new #tosh starts now! the side effects are lyme disease and full-blown australian aids. watch at your own risk!'
danieltosh,b'can\xe2\x80\x99t live tweet #tosh tonight. my ballerina wife fancies herself a bit of a sleuth and i am currently assisting her (making copies and taping pictures to the wall) in solving 7 cases simultaneously from the nextdoor app.'
danieltosh,b'take a break from the intellectual dark web to join me on the illiterate darker web for an all new #tosh in one hour-ish!!'
danieltosh,b'yes! also you can see me live in new york city!!! tickets on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfctC7 https://t.co/k6zWX2m8pH'
danieltosh,"b'new #tosh tonight. some pretty mature subject matter, so use this time to grow the f up.'"
danieltosh,b'solid point! tickets for my new york city show are on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfu4tF https://t.co/uVMyEtXbIb'
danieltosh,b'great question! tickets for my new york city show are on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfu4tF https://t.co/3WRDkGdDpk'
danieltosh,b'consider this legally binding: anyone who follows me on twitter can bring a +1 to my funeral. a retweet gets you the opportunity to say a few words!'
danieltosh,b'got kicked out of the met gala for wearing jorts last night. bunch of body shaming fashion snobs! who wants to eat museum food anyhow?'
danieltosh,b'the most believable part of handmaid\xe2\x80\x99s tale is that boston is ground zero for horrible shit.'
danieltosh,b'see what all of broadway is talking about. new sabbath show added in new york city! tickets on sale now!! https://t.co/ZdoOWfu4tF'
danieltosh,"b'sure he doesn\xe2\x80\x99t have the star power, but i would be reconsidering kris humphries.'"
danieltosh,b'#tosh #primenumbers #shoutout https://t.co/pKe6i8J9zM'
danieltosh,b'the #tosh show is starting! turn off every appliance except your tv so you won\xe2\x80\x99t be distracted.'
danieltosh,"b'i was super excited to live tweet #tosh tonight, but my ballerina wife wants to try dry brushing and needs me to slough off the skin in her hard-to-reach places.'"
danieltosh,"b'this country has never been more polarized, which is great because it reduces glare and protects us from harmful UV rays! new #tosh reminder!!!'"
danieltosh,b'you know who never pleaded the fifth? dan marino!!! don\xe2\x80\x99t @ me!'
danieltosh,"b'kind of in scramble mode over here, as i was planning to wear a traditional chinese dress for tonight\xe2\x80\x99s new #tosh'"
danieltosh,b'i for one have always been against jokes that mock people\xe2\x80\x99s appearance. unless you are crazy fat.'
danieltosh,"b'the worst part of going to westworld is, after weeks of banging and murdering robots, trying to remember where you parked.'"
danieltosh,b'about to drop a hot #tosh now!!!'
danieltosh,"b'not saying my ballerina wife\xe2\x80\x99s biological clock is ticking, but i just caught her in the kitchen trying to breastfeed the baby spinach. gotta nip this in the bud. no live tweeting #tosh tonight.'"
danieltosh,"b'in 60 minutes, strip down, sit on your speaker, and let #tosh do the rest!'"
danieltosh,"b'heads up, bama fans! tonight\xe2\x80\x99s new #tosh has you in the crosshairs\xe2\x80\xa6 of my butt. #buttcrosshairs'"
danieltosh,b'favorite casserole? go.'
danieltosh,"b""too bad arn can't read! #arnfearstosh https://t.co/LGej1ZBBSD"""
danieltosh,"b'due to the rave reviews of my comedy, i\xe2\x80\x99ve been forced to extend my run in new york city! wednesday - saturday on sale now!!! https://t.co/ZdoOWfu4tF'"
danieltosh,"b'new york city, i\xe2\x80\x99m coming home! tickets on sale now! an intimate evening with me, comedian daniel tosh, and a few lesser-known comedians that shall remain nameless for years and years!!!!!!! https://t.co/ZdoOWfu4tF'"
danieltosh,b'the straightest talk on tv begins now! #loveyabitches #tosh'
danieltosh,"b'can\xe2\x80\x99t live tweet #tosh tonight, after a little scare at lunch the ballerina wife and i are headed to the Y to get recertified in the heimlich maneuver.'"
danieltosh,"b""in 77 minutes on a new #tosh we reveal the full body oil painting of stormy daniels' harasser!!!"""
danieltosh,b'when starbucks goes out of business next month i will be opening up our office bathroom to the public. code is 8723. new #tosh tonight!!'
danieltosh,b'there\xe2\x80\x99s peace in korea? somebody tell that to the spicy short ribs trying to fight their way out of my body right now. #stillgotit'
danieltosh,b'watch tonight\xe2\x80\x99s new #tosh at 10 on your tv! or stream it with the new viacom app due out god knows when!'
danieltosh,"b""if you get zero retweets i'm yours! https://t.co/rDAfqYhKCs"""
danieltosh,"b""i'll try to work that in. how about a ceiling fan? https://t.co/A3U2s2EDX5"""
danieltosh,"b""that's was a rerun, shit-for-brains! https://t.co/SqFjhdMFLX"""
danieltosh,b'you are welcome. most of my followers don\xe2\x80\x99t realize all you have to do is ask for stuff you see on new #tosh and i\xe2\x80\x99ll send it to you. #noregifting https://t.co/qRORAvbWvw'
danieltosh,b'hey kornheiser!! i know you\xe2\x80\x99re sleeping but tomorrow make sure you put some respect on the ghost of d wade\xe2\x80\x99s name! #heat #theprocessistrash'
danieltosh,b'remind me again why the heat chose to play the 76ers over the celtics.'
danieltosh,b'hungry? #tosh https://t.co/PuhycKIDq1'
danieltosh,b'new #tosh now!! whether you like it or not!'
danieltosh,b'so gracious of ucf for declining the white house invitation so the runners up could feel like winners for a day!'
danieltosh,"b'i really was planning on live tweeting #tosh tonight, but my ballerina wife wants us to rewatch the social network instead. says we need to brush up on how all this zuckerberg stuff started.'"
danieltosh,"b'new #tosh in 50 minutes!! and if you\xe2\x80\x99re not into that, still tune in for the commercials!'"
danieltosh,b'the world of transportation will be changed forever on tonight\xe2\x80\x99s new #tosh at 10. introducing the #windgoe! https://t.co/w4yCWsaRKG volume up!'
danieltosh,"b'i have an offer for micheal brown, the kid who got accepted to all 20 colleges he applied to: skip college and i will guarantee you a minimum of 3 years work on tosh.0. (starting salary: $75k)'"
danieltosh,b'you might want to dry clean it @acfurey40 https://t.co/mHGYqJEQso'
danieltosh,b'all you had to do was ask. it\xe2\x80\x99s the care bear way! thanks for watching. i\xe2\x80\x99ll send it out tomorrow. https://t.co/Sl0JGkwMft'
danieltosh,b'celebrity feet #tosh https://t.co/dJ4SgXdVc4'
danieltosh,b'the rumors are true. i\xe2\x80\x99m killing off one of the main characters on tonight\xe2\x80\x99s #tosh. starting now!!!'
danieltosh,"b'sorry i can\xe2\x80\x99t live tweet #tosh tonight. the ballerina wife got a blow out today, so apparently we have to eat somewhere fancy now.'"
danieltosh,"b'if you can\xe2\x80\x99t say anything nice then you\xe2\x80\x99re probably a psychopath. get help, but not before you watch new #tosh in 60!'"
danieltosh,b'by the wednesday after easter even jesus had to be sick of the egg salad.'
danieltosh,b'daniel tosh-tatum daniel tosh-tatum daniel tosh-tatum daniel tosh-tatum daniel tosh-tatum'
danieltosh,b'do you know what to do in the event of a grizzly bear attack? watching tonight\xe2\x80\x99s new #tosh at 10 can in fact save your life. https://t.co/QO0fK8kkbc'
danieltosh,"b'oh, i almost forgot. new #tosh on tonight!!!! https://t.co/7hOo1AVeIw'"
danieltosh,b'just got offered the role of cockroach in the new whitewashed reboot of the cosby show. thoughts?'
danieltosh,"b'am i the only one who\xe2\x80\x99s ever gotten a perfect bracket two years in a row?!! congrats, notre dame!'"
danieltosh,b'#1 rated clip show that\xe2\x80\x99s been on for 10 years starts now! enjoy.'
danieltosh,"b'mercury is in retrograde and my ballerina wife is freaking the eff out, sorry guys no live tweeting tonight\xe2\x80\x99s premiere #tosh sode.'"
danieltosh,"b""i did, i'm a ghoooooosssttt. https://t.co/xg5zodVTiR"""
danieltosh,"b""i've only had sex with a porn extra. https://t.co/RNWoNo0WjP"""
danieltosh,b'dumb fans. https://t.co/2J4wrZELlO'
danieltosh,b'year 10 premiere of #tosh in 10 min! i recommend settling in with a giant bucket of hot buttered popcorn shrimp.'
danieltosh,"b'#tosh season premiere in 60. if you need to set a reminder you\xe2\x80\x99re dumb, but also my core demographic. so do it!'"
danieltosh,"b'i\xe2\x80\x99ll give a million dollars to anyone who can finish these very famous lyrics before tonight\'s season premiere of #tosh: \xe2\x80\x9cyo ___________________""'"
danieltosh,b'big thanks to @icejjfish and his angelic voice for singing our new #tosh theme song!'
danieltosh,b'congrats dad!!! https://t.co/lFijMOMedo'
danieltosh,b'#operationwhitewatch\nhttps://t.co/7UjGD9SFBQ'
danieltosh,b'you guessed it - the ballerina wife and i are rewatching the royal wedding again tonight. tweeting #tosh doesn\xe2\x80\x99t hold a candle to that givenchy dress!! next week! xoxo'
danieltosh,"b'heads up, this is the penultimate tweet about the penultimate episode of this season of #tosh! see you in less than two hours!!'"
danieltosh,b'they should rest curry and durant for the remainder of the playoffs for next year\xe2\x80\x99s three-peat.'
danieltosh,b'enjoy going down mr. e\xe2\x80\x99s rabbit hole before tonight\xe2\x80\x99s new #tosh! https://t.co/EcMwl7S6a7'
danieltosh,b'solid question. the people need answers! https://t.co/D8keeP8vQZ'
danieltosh,b'answer him!!! https://t.co/9zbzSxCl10'
danieltosh,b'hey @littlecaesars are you prepared to price match this @dominos insurance deal?'
danieltosh,b'hey @dominos can i waive the insurance if i\xe2\x80\x99m an @americanexpress cardholder?'
danieltosh,"b'hey @dominos if i drop 3 pizzas in a one week period, do my rates skyrocket?'"
danieltosh,"b'hey @dominos do you also cover second-hand pizza accidents? ie, i take 2 slices home from a party and drop them, do i get a free piping hot pie?'"
danieltosh,b'hey @dominos will my clumsy children be covered by my pizza policy until they\xe2\x80\x99re 26?'
danieltosh,b'hey @dominos can i get premium insurance? what\xe2\x80\x99s the deductible?'
danieltosh,b'hey @dominos what if i was eating a slice and a pepperoni hit the deck? would you replace a single \xe2\x80\x98roni?'
danieltosh,b'hey @dominos is it just for pizza? or does it also cover pasta mishaps?'
danieltosh,b'hey @dominos how many pizzas have you actually had to replace? my guess is under 2.'
danieltosh,b'hey @dominos i have a few questions about your stupid carryout insurance deal.'
danieltosh,b'new york new york new york!! late show added on saturday night!\ntickets on sale now! https://t.co/ZdoOWfu4tF'
danieltosh,"b""check out all the work i've had done on my face!\nhttps://t.co/VcM8gOwJ45"""
danieltosh,"b""can't live tweet #tosh tonight, my ballerina wife and i are on a tear in duos. see you losers on the battlefield!! 30 minute warning!"""
danieltosh,"b""sometimes i get accused of only tweeting to promote my show but that's just from this handle, see if you can find my alt account where i tweet about politics and feelings and stuff. btw new #tosh tonight at 10!"""
danieltosh,"b'tonight, gender lines will be blurred. new #tosh at 10.'"
danieltosh,b'what do i do with the other $50?! https://t.co/unIqeP5X0t'
danieltosh,b'not worth it! i hate washing that thing. too many pieces!!! https://t.co/JxEpE4PEen'
danieltosh,b'i bet the castle already has a nespresso. https://t.co/7blYFr4Vj7'
danieltosh,b'james hewitt https://t.co/jOXdFCCR2J'
danieltosh,b'any last minute gift ideas for the royal wedding? i\xe2\x80\x99ll take suggestions now. keep it under $100!'
danieltosh,b'am i the only one watching who hopes aunt lydia is still fertile?\n#blessedbeherfruit'
danieltosh,b'lower your expectations. batteries not included. also it\xe2\x80\x99s just a cardboard box.\nenjoy @ivanblackheart3 https://t.co/G0aHzDPzuB'
danieltosh,b'i have a soft spot for people with bad spelling. it\xe2\x80\x99s on the way! https://t.co/YfrYie1Dmn'
danieltosh,b'two grown men arguing about the wizard of oz. #tosh \nhttps://t.co/6WGz3oEHvn'
danieltosh,b'new #tosh starts now! the side effects are lyme disease and full-blown australian aids. watch at your own risk!'
danieltosh,b'can\xe2\x80\x99t live tweet #tosh tonight. my ballerina wife fancies herself a bit of a sleuth and i am currently assisting her (making copies and taping pictures to the wall) in solving 7 cases simultaneously from the nextdoor app.'
danieltosh,b'take a break from the intellectual dark web to join me on the illiterate darker web for an all new #tosh in one hour-ish!!'
danieltosh,b'yes! also you can see me live in new york city!!! tickets on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfctC7 https://t.co/k6zWX2m8pH'
danieltosh,"b'new #tosh tonight. some pretty mature subject matter, so use this time to grow the f up.'"
danieltosh,b'solid point! tickets for my new york city show are on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfu4tF https://t.co/uVMyEtXbIb'
danieltosh,b'great question! tickets for my new york city show are on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfu4tF https://t.co/3WRDkGdDpk'
danieltosh,b'consider this legally binding: anyone who follows me on twitter can bring a +1 to my funeral. a retweet gets you the opportunity to say a few words!'
danieltosh,b'got kicked out of the met gala for wearing jorts last night. bunch of body shaming fashion snobs! who wants to eat museum food anyhow?'
danieltosh,b'the most believable part of handmaid\xe2\x80\x99s tale is that boston is ground zero for horrible shit.'
danieltosh,b'see what all of broadway is talking about. new sabbath show added in new york city! tickets on sale now!! https://t.co/ZdoOWfu4tF'
danieltosh,"b'sure he doesn\xe2\x80\x99t have the star power, but i would be reconsidering kris humphries.'"
danieltosh,b'#tosh #primenumbers #shoutout https://t.co/pKe6i8J9zM'
danieltosh,b'the #tosh show is starting! turn off every appliance except your tv so you won\xe2\x80\x99t be distracted.'
danieltosh,"b'i was super excited to live tweet #tosh tonight, but my ballerina wife wants to try dry brushing and needs me to slough off the skin in her hard-to-reach places.'"
danieltosh,"b'this country has never been more polarized, which is great because it reduces glare and protects us from harmful UV rays! new #tosh reminder!!!'"
danieltosh,b'you know who never pleaded the fifth? dan marino!!! don\xe2\x80\x99t @ me!'
danieltosh,"b'kind of in scramble mode over here, as i was planning to wear a traditional chinese dress for tonight\xe2\x80\x99s new #tosh'"
danieltosh,b'i for one have always been against jokes that mock people\xe2\x80\x99s appearance. unless you are crazy fat.'
danieltosh,"b'the worst part of going to westworld is, after weeks of banging and murdering robots, trying to remember where you parked.'"
danieltosh,b'about to drop a hot #tosh now!!!'
danieltosh,"b'not saying my ballerina wife\xe2\x80\x99s biological clock is ticking, but i just caught her in the kitchen trying to breastfeed the baby spinach. gotta nip this in the bud. no live tweeting #tosh tonight.'"
danieltosh,"b'in 60 minutes, strip down, sit on your speaker, and let #tosh do the rest!'"
danieltosh,"b'heads up, bama fans! tonight\xe2\x80\x99s new #tosh has you in the crosshairs\xe2\x80\xa6 of my butt. #buttcrosshairs'"
danieltosh,b'favorite casserole? go.'
danieltosh,"b""too bad arn can't read! #arnfearstosh https://t.co/LGej1ZBBSD"""
danieltosh,"b'due to the rave reviews of my comedy, i\xe2\x80\x99ve been forced to extend my run in new york city! wednesday - saturday on sale now!!! https://t.co/ZdoOWfu4tF'"
danieltosh,"b'new york city, i\xe2\x80\x99m coming home! tickets on sale now! an intimate evening with me, comedian daniel tosh, and a few lesser-known comedians that shall remain nameless for years and years!!!!!!! https://t.co/ZdoOWfu4tF'"
danieltosh,b'the straightest talk on tv begins now! #loveyabitches #tosh'
danieltosh,"b'can\xe2\x80\x99t live tweet #tosh tonight, after a little scare at lunch the ballerina wife and i are headed to the Y to get recertified in the heimlich maneuver.'"
danieltosh,"b""in 77 minutes on a new #tosh we reveal the full body oil painting of stormy daniels' harasser!!!"""
danieltosh,b'when starbucks goes out of business next month i will be opening up our office bathroom to the public. code is 8723. new #tosh tonight!!'
danieltosh,b'there\xe2\x80\x99s peace in korea? somebody tell that to the spicy short ribs trying to fight their way out of my body right now. #stillgotit'
danieltosh,b'watch tonight\xe2\x80\x99s new #tosh at 10 on your tv! or stream it with the new viacom app due out god knows when!'
danieltosh,"b""if you get zero retweets i'm yours! https://t.co/rDAfqYhKCs"""
danieltosh,"b""i'll try to work that in. how about a ceiling fan? https://t.co/A3U2s2EDX5"""
danieltosh,"b""that's was a rerun, shit-for-brains! https://t.co/SqFjhdMFLX"""
danieltosh,b'you are welcome. most of my followers don\xe2\x80\x99t realize all you have to do is ask for stuff you see on new #tosh and i\xe2\x80\x99ll send it to you. #noregifting https://t.co/qRORAvbWvw'
danieltosh,b'hey kornheiser!! i know you\xe2\x80\x99re sleeping but tomorrow make sure you put some respect on the ghost of d wade\xe2\x80\x99s name! #heat #theprocessistrash'
danieltosh,b'remind me again why the heat chose to play the 76ers over the celtics.'
danieltosh,b'hungry? #tosh https://t.co/PuhycKIDq1'
danieltosh,b'new #tosh now!! whether you like it or not!'
danieltosh,b'so gracious of ucf for declining the white house invitation so the runners up could feel like winners for a day!'
danieltosh,"b'i really was planning on live tweeting #tosh tonight, but my ballerina wife wants us to rewatch the social network instead. says we need to brush up on how all this zuckerberg stuff started.'"
danieltosh,"b'new #tosh in 50 minutes!! and if you\xe2\x80\x99re not into that, still tune in for the commercials!'"
danieltosh,b'the world of transportation will be changed forever on tonight\xe2\x80\x99s new #tosh at 10. introducing the #windgoe! https://t.co/w4yCWsaRKG volume up!'
danieltosh,"b'i have an offer for micheal brown, the kid who got accepted to all 20 colleges he applied to: skip college and i will guarantee you a minimum of 3 years work on tosh.0. (starting salary: $75k)'"
danieltosh,b'you might want to dry clean it @acfurey40 https://t.co/mHGYqJEQso'
danieltosh,b'all you had to do was ask. it\xe2\x80\x99s the care bear way! thanks for watching. i\xe2\x80\x99ll send it out tomorrow. https://t.co/Sl0JGkwMft'
danieltosh,b'celebrity feet #tosh https://t.co/dJ4SgXdVc4'
danieltosh,b'the rumors are true. i\xe2\x80\x99m killing off one of the main characters on tonight\xe2\x80\x99s #tosh. starting now!!!'
danieltosh,"b'sorry i can\xe2\x80\x99t live tweet #tosh tonight. the ballerina wife got a blow out today, so apparently we have to eat somewhere fancy now.'"
danieltosh,"b'if you can\xe2\x80\x99t say anything nice then you\xe2\x80\x99re probably a psychopath. get help, but not before you watch new #tosh in 60!'"
danieltosh,b'by the wednesday after easter even jesus had to be sick of the egg salad.'
danieltosh,b'daniel tosh-tatum daniel tosh-tatum daniel tosh-tatum daniel tosh-tatum daniel tosh-tatum'
danieltosh,b'do you know what to do in the event of a grizzly bear attack? watching tonight\xe2\x80\x99s new #tosh at 10 can in fact save your life. https://t.co/QO0fK8kkbc'
danieltosh,"b'oh, i almost forgot. new #tosh on tonight!!!! https://t.co/7hOo1AVeIw'"
danieltosh,b'just got offered the role of cockroach in the new whitewashed reboot of the cosby show. thoughts?'
danieltosh,"b'am i the only one who\xe2\x80\x99s ever gotten a perfect bracket two years in a row?!! congrats, notre dame!'"
danieltosh,b'#1 rated clip show that\xe2\x80\x99s been on for 10 years starts now! enjoy.'
danieltosh,"b'mercury is in retrograde and my ballerina wife is freaking the eff out, sorry guys no live tweeting tonight\xe2\x80\x99s premiere #tosh sode.'"
danieltosh,"b""i did, i'm a ghoooooosssttt. https://t.co/xg5zodVTiR"""
danieltosh,"b""i've only had sex with a porn extra. https://t.co/RNWoNo0WjP"""
danieltosh,b'dumb fans. https://t.co/2J4wrZELlO'
danieltosh,b'year 10 premiere of #tosh in 10 min! i recommend settling in with a giant bucket of hot buttered popcorn shrimp.'
danieltosh,"b'#tosh season premiere in 60. if you need to set a reminder you\xe2\x80\x99re dumb, but also my core demographic. so do it!'"
danieltosh,"b'i\xe2\x80\x99ll give a million dollars to anyone who can finish these very famous lyrics before tonight\'s season premiere of #tosh: \xe2\x80\x9cyo ___________________""'"
danieltosh,b'big thanks to @icejjfish and his angelic voice for singing our new #tosh theme song!'
danieltosh,b'congrats dad!!! https://t.co/lFijMOMedo'
danieltosh,b'#operationwhitewatch\nhttps://t.co/7UjGD9SFBQ'
danieltosh,b'you guessed it - the ballerina wife and i are rewatching the royal wedding again tonight. tweeting #tosh doesn\xe2\x80\x99t hold a candle to that givenchy dress!! next week! xoxo'
danieltosh,"b'heads up, this is the penultimate tweet about the penultimate episode of this season of #tosh! see you in less than two hours!!'"
danieltosh,b'they should rest curry and durant for the remainder of the playoffs for next year\xe2\x80\x99s three-peat.'
danieltosh,b'enjoy going down mr. e\xe2\x80\x99s rabbit hole before tonight\xe2\x80\x99s new #tosh! https://t.co/EcMwl7S6a7'
danieltosh,b'solid question. the people need answers! https://t.co/D8keeP8vQZ'
danieltosh,b'answer him!!! https://t.co/9zbzSxCl10'
danieltosh,b'hey @littlecaesars are you prepared to price match this @dominos insurance deal?'
danieltosh,b'hey @dominos can i waive the insurance if i\xe2\x80\x99m an @americanexpress cardholder?'
danieltosh,"b'hey @dominos if i drop 3 pizzas in a one week period, do my rates skyrocket?'"
danieltosh,"b'hey @dominos do you also cover second-hand pizza accidents? ie, i take 2 slices home from a party and drop them, do i get a free piping hot pie?'"
danieltosh,b'hey @dominos will my clumsy children be covered by my pizza policy until they\xe2\x80\x99re 26?'
danieltosh,b'hey @dominos can i get premium insurance? what\xe2\x80\x99s the deductible?'
danieltosh,b'hey @dominos what if i was eating a slice and a pepperoni hit the deck? would you replace a single \xe2\x80\x98roni?'
danieltosh,b'hey @dominos is it just for pizza? or does it also cover pasta mishaps?'
danieltosh,b'hey @dominos how many pizzas have you actually had to replace? my guess is under 2.'
danieltosh,b'hey @dominos i have a few questions about your stupid carryout insurance deal.'
danieltosh,b'new york new york new york!! late show added on saturday night!\ntickets on sale now! https://t.co/ZdoOWfu4tF'
danieltosh,"b""check out all the work i've had done on my face!\nhttps://t.co/VcM8gOwJ45"""
danieltosh,"b""can't live tweet #tosh tonight, my ballerina wife and i are on a tear in duos. see you losers on the battlefield!! 30 minute warning!"""
danieltosh,"b""sometimes i get accused of only tweeting to promote my show but that's just from this handle, see if you can find my alt account where i tweet about politics and feelings and stuff. btw new #tosh tonight at 10!"""
danieltosh,"b'tonight, gender lines will be blurred. new #tosh at 10.'"
danieltosh,b'what do i do with the other $50?! https://t.co/unIqeP5X0t'
danieltosh,b'not worth it! i hate washing that thing. too many pieces!!! https://t.co/JxEpE4PEen'
danieltosh,b'i bet the castle already has a nespresso. https://t.co/7blYFr4Vj7'
danieltosh,b'james hewitt https://t.co/jOXdFCCR2J'
danieltosh,b'any last minute gift ideas for the royal wedding? i\xe2\x80\x99ll take suggestions now. keep it under $100!'
danieltosh,b'am i the only one watching who hopes aunt lydia is still fertile?\n#blessedbeherfruit'
danieltosh,b'lower your expectations. batteries not included. also it\xe2\x80\x99s just a cardboard box.\nenjoy @ivanblackheart3 https://t.co/G0aHzDPzuB'
danieltosh,b'i have a soft spot for people with bad spelling. it\xe2\x80\x99s on the way! https://t.co/YfrYie1Dmn'
danieltosh,b'two grown men arguing about the wizard of oz. #tosh \nhttps://t.co/6WGz3oEHvn'
danieltosh,b'new #tosh starts now! the side effects are lyme disease and full-blown australian aids. watch at your own risk!'
danieltosh,b'can\xe2\x80\x99t live tweet #tosh tonight. my ballerina wife fancies herself a bit of a sleuth and i am currently assisting her (making copies and taping pictures to the wall) in solving 7 cases simultaneously from the nextdoor app.'
danieltosh,b'take a break from the intellectual dark web to join me on the illiterate darker web for an all new #tosh in one hour-ish!!'
danieltosh,b'yes! also you can see me live in new york city!!! tickets on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfctC7 https://t.co/k6zWX2m8pH'
danieltosh,"b'new #tosh tonight. some pretty mature subject matter, so use this time to grow the f up.'"
danieltosh,b'solid point! tickets for my new york city show are on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfu4tF https://t.co/uVMyEtXbIb'
danieltosh,b'great question! tickets for my new york city show are on sale now. 5 nights in an intimate venue. https://t.co/ZdoOWfu4tF https://t.co/3WRDkGdDpk'
danieltosh,b'consider this legally binding: anyone who follows me on twitter can bring a +1 to my funeral. a retweet gets you the opportunity to say a few words!'
danieltosh,b'got kicked out of the met gala for wearing jorts last night. bunch of body shaming fashion snobs! who wants to eat museum food anyhow?'
danieltosh,b'the most believable part of handmaid\xe2\x80\x99s tale is that boston is ground zero for horrible shit.'
danieltosh,b'see what all of broadway is talking about. new sabbath show added in new york city! tickets on sale now!! https://t.co/ZdoOWfu4tF'
danieltosh,"b'sure he doesn\xe2\x80\x99t have the star power, but i would be reconsidering kris humphries.'"
danieltosh,b'#tosh #primenumbers #shoutout https://t.co/pKe6i8J9zM'
danieltosh,b'the #tosh show is starting! turn off every appliance except your tv so you won\xe2\x80\x99t be distracted.'
danieltosh,"b'i was super excited to live tweet #tosh tonight, but my ballerina wife wants to try dry brushing and needs me to slough off the skin in her hard-to-reach places.'"
danieltosh,"b'this country has never been more polarized, which is great because it reduces glare and protects us from harmful UV rays! new #tosh reminder!!!'"
danieltosh,b'you know who never pleaded the fifth? dan marino!!! don\xe2\x80\x99t @ me!'
danieltosh,"b'kind of in scramble mode over here, as i was planning to wear a traditional chinese dress for tonight\xe2\x80\x99s new #tosh'"
danieltosh,b'i for one have always been against jokes that mock people\xe2\x80\x99s appearance. unless you are crazy fat.'
danieltosh,"b'the worst part of going to westworld is, after weeks of banging and murdering robots, trying to remember where you parked.'"
danieltosh,b'about to drop a hot #tosh now!!!'
danieltosh,"b'not saying my ballerina wife\xe2\x80\x99s biological clock is ticking, but i just caught her in the kitchen trying to breastfeed the baby spinach. gotta nip this in the bud. no live tweeting #tosh tonight.'"
danieltosh,"b'in 60 minutes, strip down, sit on your speaker, and let #tosh do the rest!'"
danieltosh,"b'heads up, bama fans! tonight\xe2\x80\x99s new #tosh has you in the crosshairs\xe2\x80\xa6 of my butt. #buttcrosshairs'"
danieltosh,b'favorite casserole? go.'
danieltosh,"b""too bad arn can't read! #arnfearstosh https://t.co/LGej1ZBBSD"""
